dataset,recording,subject,session,trial,story,n_events,source_events,audio_candidates,audio_path,labels_match,offset_s,max_residual_s,status,physical_audio_sync
ds004703,sub-SD022_ses-01_task-PassiveListen,sub-SD022,ses-01,23,catalan-f01,428,428,3,UNKNOWN,True,976.2627977219998,5.229594535194337e-12,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD022_ses-01_task-PassiveListen,sub-SD022,ses-01,24,s3201a-ex01,1105,1105,2,UNKNOWN,True,1232.33843614,2.2737367544323206e-13,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD022_ses-01_task-PassiveListen,sub-SD022,ses-01,25,s3703b-ex01,408,408,2,UNKNOWN,True,1320.32279405,2.2737367544323206e-13,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD022_ses-01_task-PassiveListen,sub-SD022,ses-01,26,s1001a-ex01,541,541,2,UNKNOWN,True,1374.80394225,2.2737367544323206e-13,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD022_ses-01_task-PassiveListen,sub-SD022,ses-01,27,pleasePressSpace,31,31,2,UNKNOWN,True,1425.4045964100012,5.6843418860808015e-12,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD022_ses-01_task-PassiveListen,sub-SD022,ses-01,28,catalan-m02,451,451,3,UNKNOWN,True,1429.4199219399998,5.4569682106375694e-12,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD022_ses-01_task-PassiveListen,sub-SD022,ses-01,29,s1401a-ex02,434,434,2,UNKNOWN,True,1490.03462367,2.2737367544323206e-13,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD022_ses-01_task-PassiveListen,sub-SD022,ses-01,30,s3301a-ex02,406,406,2,UNKNOWN,True,1538.14720791,2.2737367544323206e-13,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD022_ses-01_task-PassiveListen,sub-SD022,ses-01,31,s3903b-ex02,325,325,2,UNKNOWN,True,1584.70645285,2.2737367544323206e-13,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD022_ses-01_task-PassiveListen,sub-SD022,ses-01,32,s1501a-ex01,404,404,2,UNKNOWN,True,1628.37173408,2.2737367544323206e-13,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD022_ses-01_task-PassiveListen,sub-SD022,ses-01,33,s1303a-ex02,211,211,2,UNKNOWN,True,1682.88196132,2.2737367544323206e-13,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD022_ses-01_task-PassiveListen,sub-SD022,ses-01,34,s3802a-ex01,362,362,2,UNKNOWN,True,1737.00154392,2.2737367544323206e-13,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD022_ses-01_task-PassiveListen,sub-SD022,ses-01,35,s0202b-ex01,671,671,2,UNKNOWN,True,1783.2382158,2.2737367544323206e-13,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD022_ses-01_task-PassiveListen,sub-SD022,ses-01,36,pleasePressSpace,31,31,2,UNKNOWN,True,1849.9808520900012,5.6843418860808015e-12,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD022_ses-01_task-PassiveListen,sub-SD022,ses-01,37,catalan-f02,437,437,3,UNKNOWN,True,1853.9942509800007,5.6843418860808015e-12,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD022_ses-01_task-PassiveListen,sub-SD022,ses-01,38,s3102b-ex01,159,159,2,UNKNOWN,True,1903.36151654,2.2737367544323206e-13,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD022_ses-01_task-PassiveListen,sub-SD022,ses-01,39,s2801a-ex01,743,743,2,UNKNOWN,True,1932.99819471,2.2737367544323206e-13,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD022_ses-01_task-PassiveListen,sub-SD022,ses-01,40,s0702a-ex01,370,370,2,UNKNOWN,True,2003.0742590300001,2.2737367544323206e-13,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD022_ses-01_task-PassiveListen,sub-SD022,ses-01,41,s2102a-ex03,346,346,2,UNKNOWN,True,2044.45303874,2.2737367544323206e-13,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD022_ses-01_task-PassiveListen,sub-SD022,ses-01,42,s3902a-ex01,312,312,2,UNKNOWN,True,2097.79367388,4.547473508864641e-13,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD022_ses-01_task-PassiveListen,sub-SD022,ses-01,43,s1604a-ex01,539,539,2,UNKNOWN,True,2141.39766242,4.547473508864641e-13,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD022_ses-01_task-PassiveListen,sub-SD022,ses-01,44,s1401b-ex01,664,664,2,UNKNOWN,True,2224.18985523,4.547473508864641e-13,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD022_ses-01_task-PassiveListen,sub-SD022,ses-01,45,s1202b-ex01,417,417,2,UNKNOWN,True,2288.83553761,4.547473508864641e-13,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD022_ses-01_task-PassiveListen,sub-SD022,ses-01,46,pleasePressSpace,31,31,2,UNKNOWN,True,2332.6714017400013,6.366462912410498e-12,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD022_ses-01_task-PassiveListen,sub-SD022,ses-01,47,catalan-m03,488,488,3,UNKNOWN,True,2336.6852352099995,5.4569682106375694e-12,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD022_ses-01_task-PassiveListen,sub-SD022,ses-01,48,s1503a-ex01,430,430,2,UNKNOWN,True,2393.47249503,4.547473508864641e-13,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD022_ses-01_task-PassiveListen,sub-SD022,ses-01,49,s3003a-ex01,371,371,2,UNKNOWN,True,2419.58828617,4.547473508864641e-13,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD022_ses-01_task-PassiveListen,sub-SD022,ses-01,50,s1703b-ex01,431,431,2,UNKNOWN,True,2461.57504108,4.547473508864641e-13,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD022_ses-01_task-PassiveListen,sub-SD022,ses-01,51,s0802b-ex01,328,328,2,UNKNOWN,True,2525.15389458,4.547473508864641e-13,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD022_ses-01_task-PassiveListen,sub-SD022,ses-01,52,s1103a-ex01,443,443,2,UNKNOWN,True,2566.32711361,4.547473508864641e-13,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD022_ses-01_task-PassiveListen,sub-SD022,ses-01,53,s0203b-ex01,505,505,2,UNKNOWN,True,2630.5507445499998,4.547473508864641e-13,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD022_ses-01_task-PassiveListen,sub-SD022,ses-01,54,s3003a-ex02,504,504,2,UNKNOWN,True,2705.9963115,4.547473508864641e-13,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD022_ses-01_task-PassiveListen,sub-SD022,ses-01,55,s0305a-ex01,377,377,2,UNKNOWN,True,2760.19804673,4.547473508864641e-13,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD022_ses-01_task-PassiveListen,sub-SD022,ses-01,56,s2302b-ex01,316,316,2,UNKNOWN,True,2821.06023547,4.547473508864641e-13,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD022_ses-01_task-PassiveListen,sub-SD022,ses-01,57,s0901b-ex01,311,311,2,UNKNOWN,True,2867.22104742,4.547473508864641e-13,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD022_ses-01_task-PassiveListen,sub-SD022,ses-01,58,s1203a-ex01,373,373,2,UNKNOWN,True,2914.7093564799998,4.547473508864641e-13,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD022_ses-01_task-PassiveListen,sub-SD022,ses-01,59,s1702b-ex01,369,369,2,UNKNOWN,True,2958.58180338,4.547473508864641e-13,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD022_ses-01_task-PassiveListen,sub-SD022,ses-01,60,s1503a-ex02,328,328,2,UNKNOWN,True,3011.81810046,4.547473508864641e-13,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD022_ses-01_task-PassiveListen,sub-SD022,ses-01,61,pleasePressSpace,31,31,2,UNKNOWN,True,3049.0873234800015,5.9117155615240335e-12,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD022_ses-01_task-PassiveListen,sub-SD022,ses-01,62,catalan-f03,515,515,3,UNKNOWN,True,3053.10261759,5.4569682106375694e-12,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD022_ses-01_task-PassiveListen,sub-SD022,ses-01,63,s3801a-ex01,350,350,2,UNKNOWN,True,3114.69208616,4.547473508864641e-13,HOLD,UNKNOWN: metadata alignment only
